0.0,-0.159
0.004,-0.159
0.008,-0.182
0.012,-0.205
0.016,-0.205
0.02,-0.182
0.024,-0.182
0.028,-0.159
0.032,-0.159
0.036,-0.136
0.04,-0.136
0.044,-0.114
0.048,-0.114
0.052,-0.091
0.056,-0.068
0.06,-0.068
0.064,-0.068
0.068,-0.068
0.072,-0.102
0.076,-0.136
0.08,-0.136
0.084,-0.136
0.088,-0.136
0.092,-0.114
0.096,-0.114
0.1,-0.136
0.104,-0.136
0.108,-0.159
0.112,-0.17
0.116,-0.125
0.12,-0.136
0.124,-0.159
0.128,-0.136
0.132,-0.114
0.136,-0.136
0.14,-0.136
0.144,-0.136
0.148,-0.136
0.152,-0.136
0.156,-0.159
0.16,-0.182
0.164,-0.159
0.168,-0.159
0.172,-0.136
0.176,-0.136
0.18,-0.159
0.184,-0.159
0.188,-0.159
0.192,-0.136
0.196,-0.136
0.2,-0.159
0.204,-0.182
0.208,-0.159
0.212,-0.159
0.216,-0.136
0.22,-0.114
0.224,-0.114
0.228,-0.091
0.232,-0.091
0.236,-0.091
0.24,-0.08
0.244,-0.034
0.248,0.011
0.252,0.023
0.256,0.011
0.26,-0.034
0.264,-0.068
0.268,-0.091
0.272,-0.114
0.276,-0.114
0.28,-0.136
0.284,-0.159
0.288,-0.136
0.292,-0.136
0.296,-0.159
0.3,-0.182
0.304,-0.205
0.308,-0.227
0.312,-0.227
0.316,-0.227
0.32,-0.216
0.324,-0.182
0.328,-0.182
0.332,-0.182
0.336,-0.159
0.34,-0.205
0.344,-0.375
0.348,-0.58
0.352,-0.727
0.356,-0.682
0.36,-0.17
0.364,0.534
0.368,1.239
0.372,1.898
0.376,2.386
0.38,2.58
0.384,2.591
0.388,2.5
0.392,2.0
0.396,0.989
0.4,0.148
0.404,-0.273
0.408,-0.352
0.412,-0.307
0.416,-0.295
0.42,-0.295
0.424,-0.318
0.428,-0.341
0.432,-0.364
0.436,-0.341
0.44,-0.341
0.444,-0.318
0.448,-0.318
0.452,-0.318
0.456,-0.318
0.46,-0.318
0.464,-0.307
0.468,-0.273
0.472,-0.25
0.476,-0.25
0.48,-0.273
0.484,-0.273
0.488,-0.25
0.492,-0.25
0.496,-0.227
0.5,-0.227
0.504,-0.205
0.508,-0.182
0.512,-0.182
0.516,-0.182
0.52,-0.182
0.524,-0.159
0.528,-0.159
0.532,-0.136
0.536,-0.159
0.54,-0.159
0.544,-0.136
0.548,-0.136
0.552,-0.159
0.556,-0.159
0.56,-0.159
0.564,-0.159
0.568,-0.182
0.572,-0.182
0.576,-0.182
0.58,-0.182
0.584,-0.182
0.588,-0.182
0.592,-0.182
0.596,-0.182
0.6,-0.17
0.604,-0.125
0.608,-0.091
0.612,-0.068
0.616,-0.091
0.62,-0.114
0.624,-0.114
0.628,-0.114
0.632,-0.091
0.636,-0.091
0.64,-0.114
0.644,-0.136
0.648,-0.159
0.652,-0.136
0.656,-0.114
0.66,-0.136
0.664,-0.136
0.668,-0.136
0.672,-0.136
0.676,-0.136
0.68,-0.114
0.684,-0.114
0.688,-0.114
0.692,-0.114
0.696,-0.136
0.7,-0.136
0.704,-0.136
0.708,-0.136
0.712,-0.136
0.716,-0.159
0.72,-0.159
0.724,-0.136
0.728,-0.136
0.732,-0.114
0.736,-0.114
0.74,-0.136
0.744,-0.136
0.748,-0.136
0.752,-0.159
0.756,-0.182
0.76,-0.159
0.764,-0.159
0.768,-0.136
0.772,-0.114
0.776,-0.091
0.78,-0.068
0.784,-0.068
0.788,-0.068
0.792,-0.068
0.796,-0.045
0.8,-0.034
0.804,0.011
0.808,0.045
0.812,0.011
0.816,-0.023
0.82,-0.023
0.824,-0.045
0.828,-0.068
0.832,-0.091
0.836,-0.114
0.84,-0.136
0.844,-0.136
0.848,-0.136
0.852,-0.159
0.856,-0.182
0.86,-0.205
0.864,-0.205
0.868,-0.227
0.872,-0.227
0.876,-0.205
0.88,-0.182
0.884,-0.182
0.888,-0.159
0.892,-0.17
0.896,-0.216
0.9,-0.33
0.904,-0.568
0.908,-0.795
