0.0,-0.386
0.004,-0.386
0.008,-0.409
0.012,-0.409
0.016,-0.432
0.02,-0.409
0.024,-0.409
0.028,-0.409
0.032,-0.432
0.036,-0.432
0.04,-0.432
0.044,-0.409
0.048,-0.409
0.052,-0.386
0.056,-0.409
0.06,-0.409
0.064,-0.409
0.068,-0.409
0.072,-0.409
0.076,-0.409
0.08,-0.386
0.084,-0.386
0.088,-0.364
0.092,-0.364
0.096,-0.364
0.1,-0.386
0.104,-0.386
0.108,-0.364
0.112,-0.364
0.116,-0.364
0.12,-0.341
0.124,-0.364
0.128,-0.364
0.132,-0.341
0.136,-0.364
0.14,-0.341
0.144,-0.364
0.148,-0.386
0.152,-0.364
0.156,-0.364
0.16,-0.364
0.164,-0.386
0.168,-0.364
0.172,-0.364
0.176,-0.386
0.18,-0.386
0.184,-0.386
0.188,-0.386
0.192,-0.409
0.196,-0.386
0.2,-0.386
0.204,-0.386
0.208,-0.364
0.212,-0.364
0.216,-0.386
0.22,-0.386
0.224,-0.386
0.228,-0.386
0.232,-0.386
0.236,-0.409
0.24,-0.409
0.244,-0.409
0.248,-0.409
0.252,-0.386
0.256,-0.409
0.26,-0.409
0.264,-0.409
0.268,-0.409
0.272,-0.409
0.276,-0.409
0.28,-0.386
0.284,-0.42
0.288,-0.409
0.292,-0.409
0.296,-0.409
0.3,-0.409
0.304,-0.386
0.308,-0.409
0.312,-0.409
0.316,-0.409
0.32,-0.409
0.324,-0.409
0.328,-0.432
0.332,-0.409
0.336,-0.386
0.34,-0.386
0.344,-0.409
0.348,-0.409
0.352,-0.386
0.356,-0.409
0.36,-0.432
0.364,-0.409
0.368,-0.386
0.372,-0.386
0.376,-0.364
0.38,-0.364
0.384,-0.341
0.388,-0.341
0.392,-0.318
0.396,-0.318
0.4,-0.318
0.404,-0.318
0.408,-0.318
0.412,-0.33
0.416,-0.295
0.42,-0.295
0.424,-0.33
0.428,-0.341
0.432,-0.341
0.436,-0.318
0.44,-0.341
0.444,-0.341
0.448,-0.341
0.452,-0.364
0.456,-0.364
0.46,-0.364
0.464,-0.386
0.468,-0.409
0.472,-0.409
0.476,-0.386
0.48,-0.409
0.484,-0.409
0.488,-0.386
0.492,-0.386
0.496,-0.386
0.5,-0.386
0.504,-0.386
0.508,-0.364
0.512,-0.386
0.516,-0.352
0.52,-0.295
0.524,-0.182
0.528,-0.011
0.532,0.148
0.536,0.25
0.54,0.261
0.544,0.102
0.548,-0.136
0.552,-0.341
0.556,-0.455
0.56,-0.511
0.564,-0.523
0.568,-0.523
0.572,-0.568
0.576,-0.636
0.58,-0.693
0.584,-0.727
0.588,-0.727
0.592,-0.693
0.596,-0.625
0.6,-0.523
0.604,-0.432
0.608,-0.386
0.612,-0.364
0.616,-0.364
0.62,-0.341
0.624,-0.318
0.628,-0.318
0.632,-0.295
0.636,-0.295
0.64,-0.295
0.644,-0.273
0.648,-0.273
0.652,-0.295
0.656,-0.273
0.66,-0.273
0.664,-0.273
0.668,-0.284
0.672,-0.25
0.676,-0.273
0.68,-0.273
0.684,-0.25
0.688,-0.273
0.692,-0.273
0.696,-0.25
0.7,-0.273
0.704,-0.25
0.708,-0.25
0.712,-0.227
0.716,-0.25
0.72,-0.25
0.724,-0.227
0.728,-0.205
0.732,-0.182
0.736,-0.182
0.74,-0.182
0.744,-0.182
0.748,-0.182
0.752,-0.159
0.756,-0.159
0.76,-0.159
0.764,-0.136
0.768,-0.148
0.772,-0.114
0.776,-0.136
0.78,-0.114
0.784,-0.136
0.788,-0.114
0.792,-0.114
0.796,-0.136
0.8,-0.136
0.804,-0.17
0.808,-0.182
0.812,-0.182
0.816,-0.182
0.82,-0.216
0.824,-0.227
0.828,-0.227
0.832,-0.25
0.836,-0.273
0.84,-0.273
0.844,-0.273
0.848,-0.295
0.852,-0.318
0.856,-0.341
0.86,-0.341
0.864,-0.341
0.868,-0.341
0.872,-0.341
0.876,-0.318
0.88,-0.341
0.884,-0.364
0.888,-0.341
0.892,-0.341
0.896,-0.364
0.9,-0.364
0.904,-0.364
0.908,-0.364
0.912,-0.341
0.916,-0.341
0.92,-0.364
0.924,-0.341
0.928,-0.341
0.932,-0.341
0.936,-0.364
0.94,-0.341
0.944,-0.341
0.948,-0.341
0.952,-0.341
0.956,-0.341
0.96,-0.318
0.964,-0.318
0.968,-0.341
0.972,-0.341
0.976,-0.341
0.98,-0.318
0.984,-0.341
0.988,-0.341
0.992,-0.341
0.996,-0.341
