'[22:00:00.000]',-0.285,-0.340
'[22:00:00.004]',-0.300,-0.320
'[22:00:00.008]',-0.310,-0.325
'[22:00:00.012]',-0.300,-0.315
'[22:00:00.016]',-0.300,-0.310
'[22:00:00.020]',-0.290,-0.320
'[22:00:00.024]',-0.300,-0.310
'[22:00:00.028]',-0.295,-0.325
'[22:00:00.032]',-0.305,-0.310
'[22:00:00.036]',-0.320,-0.320
'[22:00:00.040]',-0.300,-0.325
'[22:00:00.044]',-0.290,-0.330
'[22:00:00.048]',-0.305,-0.320
'[22:00:00.052]',-0.305,-0.320
'[22:00:00.056]',-0.300,-0.300
'[22:00:00.060]',-0.300,-0.310
'[22:00:00.064]',-0.300,-0.300
'[22:00:00.068]',-0.310,-0.320
'[22:00:00.072]',-0.310,-0.315
'[22:00:00.076]',-0.320,-0.320
'[22:00:00.080]',-0.310,-0.310
'[22:00:00.084]',-0.300,-0.330
'[22:00:00.088]',-0.300,-0.330
'[22:00:00.092]',-0.310,-0.320
'[22:00:00.096]',-0.315,-0.325
'[22:00:00.100]',-0.310,-0.310
'[22:00:00.104]',-0.320,-0.310
'[22:00:00.108]',-0.315,-0.320
'[22:00:00.112]',-0.320,-0.330
'[22:00:00.116]',-0.320,-0.330
'[22:00:00.120]',-0.325,-0.330
'[22:00:00.124]',-0.315,-0.335
'[22:00:00.128]',-0.320,-0.330
'[22:00:00.132]',-0.305,-0.310
'[22:00:00.136]',-0.320,-0.315
'[22:00:00.140]',-0.325,-0.310
'[22:00:00.144]',-0.325,-0.330
'[22:00:00.148]',-0.335,-0.320
'[22:00:00.152]',-0.330,-0.325
'[22:00:00.156]',-0.335,-0.320
'[22:00:00.160]',-0.320,-0.320
'[22:00:00.164]',-0.320,-0.335
'[22:00:00.168]',-0.330,-0.350
'[22:00:00.172]',-0.330,-0.350
'[22:00:00.176]',-0.330,-0.345
'[22:00:00.180]',-0.335,-0.320
'[22:00:00.184]',-0.320,-0.345
'[22:00:00.188]',-0.315,-0.335
'[22:00:00.192]',-0.325,-0.340
'[22:00:00.196]',-0.335,-0.340
'[22:00:00.200]',-0.345,-0.325
'[22:00:00.204]',-0.330,-0.320
'[22:00:00.208]',-0.330,-0.350
'[22:00:00.212]',-0.340,-0.350
'[22:00:00.216]',-0.330,-0.330
'[22:00:00.220]',-0.315,-0.320
'[22:00:00.224]',-0.340,-0.340
'[22:00:00.228]',-0.360,-0.330
'[22:00:00.232]',-0.330,-0.320
'[22:00:00.236]',-0.330,-0.325
'[22:00:00.240]',-0.310,-0.335
'[22:00:00.244]',-0.335,-0.335
'[22:00:00.248]',-0.330,-0.355
'[22:00:00.252]',-0.340,-0.360
'[22:00:00.256]',-0.340,-0.355
'[22:00:00.260]',-0.340,-0.350
'[22:00:00.264]',-0.330,-0.320
'[22:00:00.268]',-0.345,-0.320
'[22:00:00.272]',-0.350,-0.330
'[22:00:00.276]',-0.350,-0.320
'[22:00:00.280]',-0.340,-0.340
'[22:00:00.284]',-0.340,-0.345
'[22:00:00.288]',-0.345,-0.325
'[22:00:00.292]',-0.345,-0.310
'[22:00:00.296]',-0.335,-0.285
'[22:00:00.300]',-0.340,-0.310
'[22:00:00.304]',-0.335,-0.310
'[22:00:00.308]',-0.335,-0.310
'[22:00:00.312]',-0.300,-0.280
'[22:00:00.316]',-0.310,-0.270
'[22:00:00.320]',-0.295,-0.230
'[22:00:00.324]',-0.305,-0.240
'[22:00:00.328]',-0.280,-0.240
'[22:00:00.332]',-0.265,-0.245
'[22:00:00.336]',-0.290,-0.230
'[22:00:00.340]',-0.285,-0.210
'[22:00:00.344]',-0.300,-0.195
'[22:00:00.348]',-0.295,-0.205
'[22:00:00.352]',-0.305,-0.245
'[22:00:00.356]',-0.320,-0.260
'[22:00:00.360]',-0.350,-0.285
'[22:00:00.364]',-0.340,-0.315
'[22:00:00.368]',-0.360,-0.295
'[22:00:00.372]',-0.375,-0.270
'[22:00:00.376]',-0.385,-0.290
'[22:00:00.380]',-0.370,-0.295
'[22:00:00.384]',-0.360,-0.275
'[22:00:00.388]',-0.340,-0.315
'[22:00:00.392]',-0.355,-0.355
'[22:00:00.396]',-0.355,-0.390
'[22:00:00.400]',-0.365,-0.395
'[22:00:00.404]',-0.355,-0.370
'[22:00:00.408]',-0.355,-0.360
'[22:00:00.412]',-0.370,-0.385
'[22:00:00.416]',-0.370,-0.390
'[22:00:00.420]',-0.350,-0.370
'[22:00:00.424]',-0.350,-0.395
'[22:00:00.428]',-0.355,-0.400
'[22:00:00.432]',-0.360,-0.400
'[22:00:00.436]',-0.375,-0.380
'[22:00:00.440]',-0.360,-0.385
'[22:00:00.444]',-0.360,-0.370
'[22:00:00.448]',-0.365,-0.350
'[22:00:00.452]',-0.360,-0.385
'[22:00:00.456]',-0.365,-0.430
'[22:00:00.460]',-0.340,-0.500
'[22:00:00.464]',-0.345,-0.605
'[22:00:00.468]',-0.335,-0.610
'[22:00:00.472]',-0.370,-0.410
'[22:00:00.476]',-0.355,-0.095
'[22:00:00.480]',-0.280,0.300
'[22:00:00.484]',-0.205,0.845
'[22:00:00.488]',-0.100,1.415
'[22:00:00.492]',-0.065,1.835
'[22:00:00.496]',-0.045,1.980
'[22:00:00.500]',-0.080,1.630
'[22:00:00.504]',-0.040,1.095
'[22:00:00.508]',-0.100,0.675
'[22:00:00.512]',-0.235,0.380
'[22:00:00.516]',-0.410,0.130
'[22:00:00.520]',-0.515,-0.055
'[22:00:00.524]',-0.500,-0.180
'[22:00:00.528]',-0.445,-0.300
'[22:00:00.532]',-0.400,-0.340
'[22:00:00.536]',-0.380,-0.385
'[22:00:00.540]',-0.360,-0.395
'[22:00:00.544]',-0.330,-0.425
'[22:00:00.548]',-0.300,-0.410
'[22:00:00.552]',-0.305,-0.425
'[22:00:00.556]',-0.315,-0.440
'[22:00:00.560]',-0.330,-0.420
'[22:00:00.564]',-0.330,-0.430
'[22:00:00.568]',-0.355,-0.455
'[22:00:00.572]',-0.340,-0.440
'[22:00:00.576]',-0.330,-0.470
'[22:00:00.580]',-0.300,-0.475
'[22:00:00.584]',-0.320,-0.465
'[22:00:00.588]',-0.330,-0.460
'[22:00:00.592]',-0.335,-0.450
'[22:00:00.596]',-0.340,-0.420
'[22:00:00.600]',-0.340,-0.445
'[22:00:00.604]',-0.325,-0.465
'[22:00:00.608]',-0.330,-0.495
'[22:00:00.612]',-0.320,-0.505
'[22:00:00.616]',-0.320,-0.470
'[22:00:00.620]',-0.315,-0.460
'[22:00:00.624]',-0.320,-0.455
'[22:00:00.628]',-0.280,-0.460
'[22:00:00.632]',-0.290,-0.450
'[22:00:00.636]',-0.280,-0.455
'[22:00:00.640]',-0.270,-0.460
'[22:00:00.644]',-0.265,-0.470
'[22:00:00.648]',-0.305,-0.435
'[22:00:00.652]',-0.315,-0.405
'[22:00:00.656]',-0.280,-0.395
'[22:00:00.660]',-0.290,-0.375
'[22:00:00.664]',-0.285,-0.385
'[22:00:00.668]',-0.295,-0.375
'[22:00:00.672]',-0.255,-0.400
'[22:00:00.676]',-0.245,-0.395
'[22:00:00.680]',-0.250,-0.390
'[22:00:00.684]',-0.255,-0.415
'[22:00:00.688]',-0.265,-0.410
'[22:00:00.692]',-0.210,-0.415
'[22:00:00.696]',-0.200,-0.400
'[22:00:00.700]',-0.185,-0.345
'[22:00:00.704]',-0.185,-0.355
'[22:00:00.708]',-0.215,-0.385
'[22:00:00.712]',-0.225,-0.370
'[22:00:00.716]',-0.210,-0.355
'[22:00:00.720]',-0.210,-0.370
'[22:00:00.724]',-0.225,-0.375
'[22:00:00.728]',-0.190,-0.340
'[22:00:00.732]',-0.200,-0.305
'[22:00:00.736]',-0.200,-0.305
