'[12:00:00.000]',-0.635,-0.185
'[12:00:00.004]',-0.540,-0.030
'[12:00:00.008]',-0.395,-0.055
'[12:00:00.012]',-0.285,-0.010
'[12:00:00.016]',-0.270,0.040
'[12:00:00.020]',-0.300,0.095
'[12:00:00.024]',-0.310,0.160
'[12:00:00.028]',-0.340,0.310
'[12:00:00.032]',-0.330,0.360
'[12:00:00.036]',-0.280,0.210
'[12:00:00.040]',-0.295,0.070
'[12:00:00.044]',-0.260,0.050
'[12:00:00.048]',-0.255,0.070
'[12:00:00.052]',-0.245,0.125
'[12:00:00.056]',-0.275,0.150
'[12:00:00.060]',-0.290,0.160
'[12:00:00.064]',-0.310,0.135
'[12:00:00.068]',-0.265,0.090
'[12:00:00.072]',-0.220,0.055
'[12:00:00.076]',-0.240,0.115
'[12:00:00.080]',-0.280,0.175
'[12:00:00.084]',-0.290,0.250
'[12:00:00.088]',-0.270,0.255
'[12:00:00.092]',-0.260,0.235
'[12:00:00.096]',-0.270,0.250
'[12:00:00.100]',-0.300,0.195
'[12:00:00.104]',-0.275,0.100
'[12:00:00.108]',-0.215,0.095
'[12:00:00.112]',-0.200,0.130
'[12:00:00.116]',-0.225,0.120
'[12:00:00.120]',-0.245,0.155
'[12:00:00.124]',-0.250,0.285
'[12:00:00.128]',-0.210,0.285
'[12:00:00.132]',-0.190,0.180
'[12:00:00.136]',-0.170,0.095
'[12:00:00.140]',-0.175,0.150
'[12:00:00.144]',-0.150,0.165
'[12:00:00.148]',-0.095,0.145
'[12:00:00.152]',-0.105,0.090
'[12:00:00.156]',-0.120,0.100
'[12:00:00.160]',-0.100,0.105
'[12:00:00.164]',-0.090,0.080
'[12:00:00.168]',-0.060,0.075
'[12:00:00.172]',-0.075,0.075
'[12:00:00.176]',-0.070,0.110
'[12:00:00.180]',-0.035,0.125
'[12:00:00.184]',0.005,0.165
'[12:00:00.188]',0.030,0.130
'[12:00:00.192]',0.045,0.025
'[12:00:00.196]',0.070,-0.035
'[12:00:00.200]',0.115,-0.020
