'[09:00:00.000]',-0.275,-0.210
'[09:00:00.004]',-0.295,-0.200
'[09:00:00.008]',-0.310,-0.220
'[09:00:00.012]',-0.315,-0.225
'[09:00:00.016]',-0.300,-0.215
'[09:00:00.020]',-0.320,-0.220
'[09:00:00.024]',-0.300,-0.210
'[09:00:00.028]',-0.300,-0.195
'[09:00:00.032]',-0.290,-0.190
'[09:00:00.036]',-0.280,-0.205
'[09:00:00.040]',-0.295,-0.190
'[09:00:00.044]',-0.290,-0.210
'[09:00:00.048]',-0.305,-0.200
'[09:00:00.052]',-0.315,-0.200
'[09:00:00.056]',-0.320,-0.215
'[09:00:00.060]',-0.295,-0.215
'[09:00:00.064]',-0.295,-0.215
'[09:00:00.068]',-0.305,-0.195
'[09:00:00.072]',-0.275,-0.205
'[09:00:00.076]',-0.250,-0.200
'[09:00:00.080]',-0.230,-0.195
'[09:00:00.084]',-0.190,-0.200
'[09:00:00.088]',-0.175,-0.185
'[09:00:00.092]',-0.165,-0.160
'[09:00:00.096]',-0.170,-0.120
'[09:00:00.100]',-0.140,-0.130
'[09:00:00.104]',-0.145,-0.130
'[09:00:00.108]',-0.120,-0.125
'[09:00:00.112]',-0.120,-0.145
'[09:00:00.116]',-0.110,-0.155
'[09:00:00.120]',-0.115,-0.155
'[09:00:00.124]',-0.090,-0.155
'[09:00:00.128]',-0.100,-0.230
'[09:00:00.132]',-0.130,-0.280
'[09:00:00.136]',-0.160,-0.290
'[09:00:00.140]',-0.215,-0.295
'[09:00:00.144]',-0.230,-0.315
'[09:00:00.148]',-0.285,-0.285
'[09:00:00.152]',-0.280,-0.240
'[09:00:00.156]',-0.320,-0.270
'[09:00:00.160]',-0.310,-0.265
'[09:00:00.164]',-0.310,-0.260
'[09:00:00.168]',-0.320,-0.270
'[09:00:00.172]',-0.340,-0.270
'[09:00:00.176]',-0.335,-0.300
'[09:00:00.180]',-0.340,-0.310
'[09:00:00.184]',-0.360,-0.285
'[09:00:00.188]',-0.310,-0.290
'[09:00:00.192]',-0.260,-0.245
'[09:00:00.196]',-0.180,-0.200
'[09:00:00.200]',0.030,-0.170
'[09:00:00.204]',0.350,-0.170
'[09:00:00.208]',0.695,-0.195
'[09:00:00.212]',0.860,-0.230
'[09:00:00.216]',1.030,-0.490
'[09:00:00.220]',0.995,-0.960
'[09:00:00.224]',0.420,-1.465
'[09:00:00.228]',-0.580,-1.825
'[09:00:00.232]',-1.345,-2.080
'[09:00:00.236]',-1.695,-2.280
'[09:00:00.240]',-1.770,-2.615
'[09:00:00.244]',-1.650,-2.625
'[09:00:00.248]',-1.375,-2.355
'[09:00:00.252]',-1.000,-1.995
'[09:00:00.256]',-0.740,-1.635
'[09:00:00.260]',-0.595,-1.240
'[09:00:00.264]',-0.495,-0.920
'[09:00:00.268]',-0.445,-0.650
'[09:00:00.272]',-0.440,-0.470
'[09:00:00.276]',-0.435,-0.380
'[09:00:00.280]',-0.440,-0.320
'[09:00:00.284]',-0.430,-0.310
'[09:00:00.288]',-0.425,-0.320
'[09:00:00.292]',-0.410,-0.320
'[09:00:00.296]',-0.390,-0.280
'[09:00:00.300]',-0.415,-0.250
'[09:00:00.304]',-0.425,-0.250
'[09:00:00.308]',-0.405,-0.260
'[09:00:00.312]',-0.445,-0.270
'[09:00:00.316]',-0.445,-0.275
'[09:00:00.320]',-0.455,-0.270
'[09:00:00.324]',-0.460,-0.260
'[09:00:00.328]',-0.465,-0.265
'[09:00:00.332]',-0.475,-0.270
'[09:00:00.336]',-0.455,-0.240
'[09:00:00.340]',-0.430,-0.235
'[09:00:00.344]',-0.450,-0.250
'[09:00:00.348]',-0.470,-0.255
'[09:00:00.352]',-0.450,-0.250
'[09:00:00.356]',-0.460,-0.210
'[09:00:00.360]',-0.500,-0.210
'[09:00:00.364]',-0.500,-0.255
'[09:00:00.368]',-0.510,-0.230
'[09:00:00.372]',-0.505,-0.240
'[09:00:00.376]',-0.520,-0.265
'[09:00:00.380]',-0.500,-0.275
'[09:00:00.384]',-0.520,-0.240
'[09:00:00.388]',-0.525,-0.255
'[09:00:00.392]',-0.530,-0.260
'[09:00:00.396]',-0.560,-0.285
'[09:00:00.400]',-0.610,-0.280
'[09:00:00.404]',-0.610,-0.290
'[09:00:00.408]',-0.645,-0.275
'[09:00:00.412]',-0.655,-0.325
'[09:00:00.416]',-0.660,-0.315
'[09:00:00.420]',-0.665,-0.345
'[09:00:00.424]',-0.685,-0.340
'[09:00:00.428]',-0.695,-0.350
'[09:00:00.432]',-0.700,-0.365
'[09:00:00.436]',-0.720,-0.380
'[09:00:00.440]',-0.780,-0.400
'[09:00:00.444]',-0.800,-0.400
'[09:00:00.448]',-0.800,-0.445
'[09:00:00.452]',-0.810,-0.420
'[09:00:00.456]',-0.830,-0.460
'[09:00:00.460]',-0.840,-0.480
'[09:00:00.464]',-0.845,-0.485
'[09:00:00.468]',-0.865,-0.470
'[09:00:00.472]',-0.870,-0.485
'[09:00:00.476]',-0.870,-0.485
'[09:00:00.480]',-0.875,-0.525
'[09:00:00.484]',-0.885,-0.550
'[09:00:00.488]',-0.910,-0.530
'[09:00:00.492]',-0.900,-0.555
'[09:00:00.496]',-0.900,-0.550
'[09:00:00.500]',-0.895,-0.560
'[09:00:00.504]',-0.840,-0.555
'[09:00:00.508]',-0.790,-0.555
'[09:00:00.512]',-0.730,-0.555
'[09:00:00.516]',-0.675,-0.545
'[09:00:00.520]',-0.640,-0.520
'[09:00:00.524]',-0.590,-0.505
'[09:00:00.528]',-0.560,-0.530
'[09:00:00.532]',-0.480,-0.490
'[09:00:00.536]',-0.430,-0.465
'[09:00:00.540]',-0.400,-0.450
'[09:00:00.544]',-0.355,-0.410
'[09:00:00.548]',-0.310,-0.390
'[09:00:00.552]',-0.290,-0.375
'[09:00:00.556]',-0.245,-0.335
'[09:00:00.560]',-0.220,-0.300
'[09:00:00.564]',-0.210,-0.280
'[09:00:00.568]',-0.225,-0.285
'[09:00:00.572]',-0.220,-0.280
'[09:00:00.576]',-0.205,-0.285
'[09:00:00.580]',-0.230,-0.280
'[09:00:00.584]',-0.250,-0.300
'[09:00:00.588]',-0.240,-0.300
'[09:00:00.592]',-0.235,-0.310
'[09:00:00.596]',-0.240,-0.315
'[09:00:00.600]',-0.240,-0.290
'[09:00:00.604]',-0.220,-0.280
'[09:00:00.608]',-0.220,-0.300
'[09:00:00.612]',-0.215,-0.320
'[09:00:00.616]',-0.225,-0.295
'[09:00:00.620]',-0.260,-0.295
'[09:00:00.624]',-0.260,-0.270
'[09:00:00.628]',-0.270,-0.305
'[09:00:00.632]',-0.295,-0.305
'[09:00:00.636]',-0.280,-0.290
'[09:00:00.640]',-0.285,-0.305
'[09:00:00.644]',-0.275,-0.280
'[09:00:00.648]',-0.270,-0.310
'[09:00:00.652]',-0.255,-0.310
'[09:00:00.656]',-0.265,-0.320
'[09:00:00.660]',-0.275,-0.320
'[09:00:00.664]',-0.300,-0.320
'[09:00:00.668]',-0.315,-0.305
'[09:00:00.672]',-0.315,-0.320
'[09:00:00.676]',-0.300,-0.290
'[09:00:00.680]',-0.305,-0.310
'[09:00:00.684]',-0.295,-0.300
'[09:00:00.688]',-0.290,-0.315
'[09:00:00.692]',-0.305,-0.320
'[09:00:00.696]',-0.280,-0.310
'[09:00:00.700]',-0.305,-0.320
'[09:00:00.704]',-0.315,-0.320
'[09:00:00.708]',-0.305,-0.305
'[09:00:00.712]',-0.305,-0.295
'[09:00:00.716]',-0.295,-0.305
'[09:00:00.720]',-0.295,-0.325
'[09:00:00.724]',-0.295,-0.330
'[09:00:00.728]',-0.290,-0.330
'[09:00:00.732]',-0.270,-0.320
'[09:00:00.736]',-0.250,-0.330
'[09:00:00.740]',-0.270,-0.330
'[09:00:00.744]',-0.255,-0.310
'[09:00:00.748]',-0.250,-0.300
'[09:00:00.752]',-0.300,-0.240
'[09:00:00.756]',-0.230,-0.200
'[09:00:00.760]',0.005,-0.255
'[09:00:00.764]',0.400,-0.355
'[09:00:00.768]',0.740,-0.510
'[09:00:00.772]',1.035,-0.675
'[09:00:00.776]',0.910,-0.600
'[09:00:00.780]',0.115,-0.640
'[09:00:00.784]',-0.875,-0.940
'[09:00:00.788]',-1.460,-1.330
'[09:00:00.792]',-1.715,-1.670
'[09:00:00.796]',-1.725,-1.870
'[09:00:00.800]',-1.590,-1.905
'[09:00:00.804]',-1.365,-1.845
'[09:00:00.808]',-1.005,-1.690
'[09:00:00.812]',-0.640,-1.430
'[09:00:00.816]',-0.350,-1.160
'[09:00:00.820]',-0.165,-0.870
'[09:00:00.824]',-0.130,-0.660
'[09:00:00.828]',-0.115,-0.480
'[09:00:00.832]',-0.145,-0.330
'[09:00:00.836]',-0.145,-0.240
'[09:00:00.840]',-0.165,-0.210
'[09:00:00.844]',-0.190,-0.190
'[09:00:00.848]',-0.195,-0.190
'[09:00:00.852]',-0.200,-0.200
'[09:00:00.856]',-0.200,-0.215
'[09:00:00.860]',-0.175,-0.205
'[09:00:00.864]',-0.190,-0.210
'[09:00:00.868]',-0.210,-0.230
'[09:00:00.872]',-0.230,-0.255
'[09:00:00.876]',-0.230,-0.290
'[09:00:00.880]',-0.270,-0.320
'[09:00:00.884]',-0.290,-0.315
'[09:00:00.888]',-0.330,-0.335
'[09:00:00.892]',-0.325,-0.345
'[09:00:00.896]',-0.330,-0.355
'[09:00:00.900]',-0.355,-0.350
'[09:00:00.904]',-0.360,-0.330
'[09:00:00.908]',-0.345,-0.350
'[09:00:00.912]',-0.320,-0.375
'[09:00:00.916]',-0.330,-0.370
'[09:00:00.920]',-0.330,-0.385
'[09:00:00.924]',-0.360,-0.390
'[09:00:00.928]',-0.365,-0.410
'[09:00:00.932]',-0.400,-0.390
'[09:00:00.936]',-0.420,-0.400
'[09:00:00.940]',-0.430,-0.410
'[09:00:00.944]',-0.450,-0.415
'[09:00:00.948]',-0.470,-0.420
