'[10:45:00.000]',-0.185,-0.085
'[10:45:00.008]',-0.215,-0.105
'[10:45:00.016]',-0.215,-0.105
'[10:45:00.023]',-0.245,-0.105
'[10:45:00.031]',-0.205,-0.095
'[10:45:00.039]',-0.195,-0.095
'[10:45:00.047]',-0.155,-0.095
'[10:45:00.055]',-0.165,-0.095
'[10:45:00.063]',-0.165,-0.105
'[10:45:00.070]',-0.175,-0.095
'[10:45:00.078]',-0.215,-0.125
'[10:45:00.086]',-0.185,-0.115
'[10:45:00.094]',-0.165,-0.085
'[10:45:00.102]',-0.165,-0.085
'[10:45:00.109]',-0.165,-0.115
'[10:45:00.117]',-0.145,-0.105
'[10:45:00.125]',-0.155,-0.095
'[10:45:00.133]',-0.185,-0.105
'[10:45:00.141]',-0.215,-0.125
'[10:45:00.148]',-0.175,-0.125
'[10:45:00.156]',-0.165,-0.105
'[10:45:00.164]',-0.155,-0.115
'[10:45:00.172]',-0.155,-0.125
'[10:45:00.180]',-0.155,-0.115
'[10:45:00.188]',-0.165,-0.115
'[10:45:00.195]',-0.185,-0.115
'[10:45:00.203]',-0.165,-0.125
'[10:45:00.211]',-0.175,-0.135
'[10:45:00.219]',-0.185,-0.115
'[10:45:00.227]',-0.165,-0.115
'[10:45:00.234]',-0.155,-0.125
'[10:45:00.242]',-0.165,-0.135
'[10:45:00.250]',-0.165,-0.115
'[10:45:00.258]',-0.165,-0.115
'[10:45:00.266]',-0.165,-0.125
'[10:45:00.273]',-0.155,-0.115
'[10:45:00.281]',-0.175,-0.115
'[10:45:00.289]',-0.185,-0.115
'[10:45:00.297]',-0.165,-0.125
'[10:45:00.305]',-0.175,-0.115
'[10:45:00.313]',-0.155,-0.115
'[10:45:00.320]',-0.185,-0.115
'[10:45:00.328]',-0.165,-0.125
'[10:45:00.336]',-0.165,-0.115
'[10:45:00.344]',-0.175,-0.115
'[10:45:00.352]',-0.175,-0.115
'[10:45:00.359]',-0.175,-0.125
'[10:45:00.367]',-0.175,-0.125
'[10:45:00.375]',-0.165,-0.115
'[10:45:00.383]',-0.175,-0.115
'[10:45:00.391]',-0.185,-0.135
'[10:45:00.398]',-0.165,-0.105
'[10:45:00.406]',-0.175,-0.115
'[10:45:00.414]',-0.145,-0.105
'[10:45:00.422]',-0.155,-0.115
'[10:45:00.430]',-0.145,-0.085
'[10:45:00.438]',-0.105,-0.055
'[10:45:00.445]',-0.065,-0.005
'[10:45:00.453]',-0.055,0.005
'[10:45:00.461]',-0.035,0.025
'[10:45:00.469]',0.025,0.055
'[10:45:00.477]',0.045,-0.045
'[10:45:00.484]',0.025,-0.095
'[10:45:00.492]',0.025,-0.115
'[10:45:00.500]',-0.035,-0.125
'[10:45:00.508]',-0.095,-0.135
'[10:45:00.516]',-0.125,-0.165
'[10:45:00.523]',-0.125,-0.145
'[10:45:00.531]',-0.105,-0.145
'[10:45:00.539]',-0.105,-0.145
'[10:45:00.547]',-0.105,-0.105
'[10:45:00.555]',-0.065,0.095
'[10:45:00.563]',-0.035,-0.075
'[10:45:00.570]',0.305,-0.375
'[10:45:00.578]',0.865,-0.575
'[10:45:00.586]',1.005,-0.935
'[10:45:00.594]',0.055,-0.955
'[10:45:00.602]',-0.395,-0.355
'[10:45:00.609]',-0.325,-0.135
'[10:45:00.617]',-0.105,-0.115
'[10:45:00.625]',-0.055,-0.095
'[10:45:00.633]',-0.065,-0.115
'[10:45:00.641]',-0.065,-0.125
'[10:45:00.648]',-0.075,-0.105
'[10:45:00.656]',-0.055,-0.075
'[10:45:00.664]',-0.055,-0.075
'[10:45:00.672]',-0.065,-0.075
'[10:45:00.680]',-0.045,-0.075
'[10:45:00.688]',-0.035,-0.055
'[10:45:00.695]',-0.055,-0.055
'[10:45:00.703]',-0.045,-0.055
'[10:45:00.711]',-0.045,-0.055
'[10:45:00.719]',-0.025,-0.055
'[10:45:00.727]',-0.025,-0.025
'[10:45:00.734]',-0.015,-0.035
'[10:45:00.742]',-0.025,-0.035
'[10:45:00.750]',-0.015,-0.035
'[10:45:00.758]',0.005,-0.015
'[10:45:00.766]',0.015,-0.015
'[10:45:00.773]',0.035,-0.015
'[10:45:00.781]',0.035,-0.005
'[10:45:00.789]',0.055,-0.005
'[10:45:00.797]',0.085,-0.005
'[10:45:00.805]',0.115,-0.005
'[10:45:00.813]',0.115,0.015
'[10:45:00.820]',0.145,0.005
'[10:45:00.828]',0.165,0.015
'[10:45:00.836]',0.175,0.015
'[10:45:00.844]',0.195,0.035
'[10:45:00.852]',0.225,0.025
'[10:45:00.859]',0.225,0.015
'[10:45:00.867]',0.235,0.025
'[10:45:00.875]',0.215,0.035
'[10:45:00.883]',0.185,0.045
'[10:45:00.891]',0.145,0.005
'[10:45:00.898]',0.085,0.005
'[10:45:00.906]',0.025,0.005
'[10:45:00.914]',-0.025,0.005
'[10:45:00.922]',-0.075,-0.015
'[10:45:00.930]',-0.105,-0.035
'[10:45:00.938]',-0.145,-0.025
'[10:45:00.945]',-0.145,-0.025
'[10:45:00.953]',-0.155,-0.045
'[10:45:00.961]',-0.165,-0.035
'[10:45:00.969]',-0.175,-0.025
'[10:45:00.977]',-0.175,-0.025
'[10:45:00.984]',-0.155,-0.035
'[10:45:00.992]',-0.145,-0.025
